0.01	-1
0.02	-nan
0.03	-1
0.04	-1
0.05	-nan
0.06	-nan
0.07	-1
0.08	-1
0.09	22.66
0.1	7.6528
0.11	-1
0.12	-1
0.13	-1
0.14	-1
0.15	-1
0.16	-1
0.17	-1
0.18	75.113
0.19	7.763
0.2	23.036
0.21	20.362
0.22	-1
0.23	-1
0.24	-1
0.25	-1
0.26	1.4787
0.27	15.337
0.28	-1
0.29	-1
0.3	-1
0.31	-1
0.32	-1
0.33	-1
0.34	-1
0.35	-1
0.36	12.661
0.37	10.767
0.38	2.0195
0.39	24.237
0.4	14.176
0.41	46.59
0.42	-1
0.43	-1
0.44	-1
0.45	-1
0.46	12.52
0.47	8.2433
0.48	-1
0.49	-1
0.5	-1
0.51	-1
0.52	-1
0.53	-1
0.54	-1
0.55	5.9008
0.56	10.548
0.57	20.156
0.58	1.2533
0.59	0.40486
0.6	8.1053
0.61	14.351
0.62	4.1187
0.63	-1
0.64	-1
0.65	-1
0.66	18.289
0.67	4.9254
0.68	-1
0.69	-1
0.7	-1
0.71	-1
0.72	-1
0.73	-1
0.74	9.7148
0.75	21.717
0.76	9.6357
0.77	-1
0.78	8.0485
0.79	7.8725
0.8	-1
0.81	32.675
0.82	-1
0.83	-1
0.84	-1
0.85	-1
0.86	3.7488
0.87	-1
0.88	-1
0.89	-1
0.9	-1
0.91	-1
0.92	-1
0.93	0.97167
0.94	3.2954
0.95	15.747
0.96	1.5526
0.97	-1
0.98	1.724
0.99	-1
1	1.113
1.01	1.2709
1.02	-1
1.03	-1
1.04	-1
1.05	-1
1.06	-1
1.07	-1
1.08	-1
1.09	-1
1.1	-1
1.11	-1
1.12	-1
1.13	0.5886
1.14	1.4336
1.15	-1
1.16	1.4015
1.17	-1
1.18	-1
1.19	0.7238
1.2	0.1501
1.21	-1
1.22	-1
1.23	-1
1.24	-1
1.25	-1
1.26	-1
1.27	-1
1.28	-1
1.29	-1
1.3	-1
1.31	-1
1.32	-0.1719
1.33	1.4333
1.34	-1
1.35	-1
1.36	1.4872
1.37	-1
1.38	1.6042
1.39	-1
1.4	-1
1.41	-1
1.42	-1
1.43	-1
1.44	-1
1.45	-1
1.46	-1
1.47	-1
1.48	-1
1.49	-1
1.5	-1
1.51	-1
1.52	-1
1.53	-1
1.54	-1
1.55	0.60952
1.56	0.0049588
1.57	-1
1.58	-1
1.59	-1
1.6	-1
1.61	-1
1.62	-1
1.63	-1
1.64	-1
1.65	-1
1.66	-1
1.67	-1
1.68	-1
1.69	-1
1.7	-1
1.71	-1
1.72	-1
1.73	-1
1.74	-1
1.75	-1
1.76	-1
1.77	-1
1.78	-1
1.79	-1
1.8	-1
1.81	-1
1.82	-1
1.83	-1
1.84	-1
1.85	-1
1.86	-1
1.87	-1
1.88	-1
1.89	-1
